건축물_유형,근저당권_개수,채권최고액,근저당권_설정일_최근,신탁_등기여부,압류_가압류_개수,선순위_채권_존재여부,전입_가능여부,우선변제권_여부,주소,전세가,매매가,전세가율,과거_매매가,과거_전세가,과거_전세가율,위험도
아파트,1,918000000,2023-03-28,False,1,True,False,False,인천광역시 동구 송림동 346 송림파인앤유주상복합아파트 제상가동 제지1층 제비113호,,,,,,,1
아파트,1,1248000000,2023-02-27,False,10,True,False,False,인천광역시 동구 송림동 346 송림파인앤유주상복합아파트 제상가동 제1층 제103호,,,,,,,1
아파트,1,1248000000,2023-02-27,False,10,True,False,False,인천광역시 동구 송림동 346 송림파인앤유주상복합아파트 제상가동 제1층 제104호,,,,,,,1
아파트,1,1320000000,2023-06-12,False,18,True,False,False,인천광역시 동구 송림동 346 송림파인앤유주상복합아파트 제상가동 제1층 제108호,,,,,,,1
아파트,1,520000000,2021-07-30,False,14,True,False,False,인천광역시 미추홀구 도화동 642-17외 2필지 더프레스티움 제1층 제101호,,,,,,,1
아파트,2,570000000,2023-05-09,False,7,True,False,False,인천광역시 미추홀구 도화동 642-17외 2필지 더프레스티움 제1층 제102호,,,,,,,1
아파트,1,100000000,2023-05-09,False,8,True,False,False,인천광역시 미추홀구 도화동 642-17외 2필지 더프레스티움 제2층 제202호,,,,,,,1
아파트,0,0,,False,7,True,False,False,인천광역시 미추홀구 도화동 642-17외 2필지 더프레스티움 제4층 제406호,,,,,240000000.0,,1
아파트,0,0,,False,8,True,False,False,인천광역시 미추홀구 도화동 642-17외 2필지 더프레스티움 제6층 제601호,,,,,255000000.0,,1
아파트,0,0,,False,6,True,False,False,인천광역시 미추홀구 도화동 642-17외 2필지 더프레스티움 제8층 제805호,,,,,,,1
아파트,0,0,,False,8,True,False,False,인천광역시 미추홀구 도화동 642-17외 2필지 더프레스티움 제9층 제902호,,,,,,,1
아파트,0,0,,False,17,True,False,False,인천광역시 미추홀구 도화동 642-17외 2필지 더프레스티움 제9층 제907호,,,,,240000000.0,,1
아파트,0,0,,False,12,True,False,False,인천광역시 미추홀구 도화동 642-17외 2필지 더프레스티움 제12층 제1207호,,,,,,,1
아파트,0,0,,False,9,True,False,False,인천광역시 미추홀구 도화동 642-17외 2필지 더프레스티움 제14층 제1405호,,,,,265000000.0,,1
아파트,0,0,,False,7,True,False,False,인천광역시 미추홀구 도화동 642-17외 2필지 더프레스티움 제14층 제1407호,,,,,,,1
아파트,0,0,,False,9,True,False,False,인천광역시 미추홀구 도화동 642-17외 2필지 더프레스티움 제15층 제1505호,,,,,,,1
아파트,0,0,,False,7,True,False,False,인천광역시 미추홀구 도화동 642-17외 2필지 더프레스티움 제16층 제1605호,,,,,,,1
아파트,0,0,,False,9,True,False,False,인천광역시 미추홀구 도화동 642-17외 2필지 더프레스티움 제17층 제1705호,,,,,,,1
아파트,0,0,,False,7,True,False,False,인천광역시 미추홀구 도화동 642-17외 2필지 더프레스티움 제17층 제1707호,,,,,255000000.0,,1
아파트,0,0,,False,5,True,False,False,인천광역시 남동구 간석동 100-1 세종에이펙스 제14층 제1401호,,,,175000000.0,175000000.0,100.00%,1
아파트,1,600000000,2022-06-03,False,16,True,False,False,인천광역시 중구 신흥동3가 35-7 메트로시티주건축물 제1동 제1층 제105호,,,,,,,1
아파트,1,444000000,2022-07-20,False,18,True,False,False,인천광역시 중구 신흥동3가 35-7 메트로시티주건축물 제1동 제2층 제202호,,,,,,,1
오피스텔,0,0,,False,1,True,False,False,인천광역시 미추홀구 용현동 451-63 효성 해링턴타워 인하 제23층 제2319호,,,,248297000.0,190000000.0,76.52%,1
아파트,1,165000000,2023-11-01,False,9,True,False,False,인천광역시 미추홀구 주안동 75-49 블루밍빌리지 제2층 제201호,,,,,130000000.0,,1
아파트,1,20000000,2022-02-25,False,1,True,False,False,인천광역시 부평구 부평동 146-6외 1필지 미주아파트 제6층 제601호,,,,368000000.0,,,1
기타,0,0,,False,3,True,False,False,인천광역시 미추홀구 숭의동 159-35 센트럴뷰 제1동 제10층 제1004호,,,,,,,1
기타,0,0,,False,7,True,False,False,인천광역시 미추홀구 주안동 285-1외 5필지 한스첼라타워 제6층 제601호,,,,334000000.0,334000000.0,100.00%,1
기타,0,0,,False,7,True,False,False,인천광역시 미추홀구 주안동 285-1외 5필지 한스첼라타워 제10층 제1005호,,,,339000000.0,339000000.0,100.00%,1
연립주택,1,297000000,2022-12-20,False,8,True,False,False,인천광역시 미추홀구 주안동 295외 1필지 플랫폼시티 제102동 제13층 제1301호,,,,390500000.0,,,1
아파트,1,10000000,2022-03-11,False,3,True,False,False,인천광역시 미추홀구 도화동 457-1 휴먼시티 제2층 제202호,,,,,,,1
아파트,1,10000000,2022-03-11,False,3,True,False,False,인천광역시 미추홀구 도화동 457-1 휴먼시티 제3층 제302호,,,,,,,1
아파트,1,10000000,2022-03-11,False,3,True,False,False,인천광역시 미추홀구 도화동 457-1 휴먼시티 제4층 제402호,,,,,,,1
아파트,1,10000000,2022-03-11,False,3,True,False,False,인천광역시 미추홀구 도화동 457-1 휴먼시티 제5층 제501호,,,,,,,1
아파트,1,10000000,2022-03-11,False,3,True,False,False,인천광역시 미추홀구 도화동 457-1 휴먼시티 제5층 제502호,,,,,,,1
아파트,1,10000000,2022-03-11,False,3,True,False,False,인천광역시 미추홀구 도화동 457-1 휴먼시티 제7층 제701호,,,,,,,1
아파트,1,336000000,2022-04-08,False,1,True,False,False,인천광역시 서구 석남동 327-3 에프에이치브라운 제101동 제2층 제202호,,,,,,,1
다세대주택,1,220000000,2022-08-18,False,1,True,False,False,인천광역시 미추홀구 주안동 417-8 웃는사람들 제4층 제401호,,,,,,,1
아파트,1,10000000,2023-12-15,False,1,True,False,False,인천광역시 남동구 간석동 47-2 솔리움 제10층 제1003호,,,,,,,1
아파트,1,378400000,2023-07-11,False,3,True,False,False,인천광역시 미추홀구 문학동 문학도시개발구역4블록6로트 파르나스에이동 제4층 제402호,,,,,,,1
아파트,2,3555000000,2023-09-14,False,3,True,False,False,,,,,,,,1
아파트,1,264000000,2023-06-26,False,6,True,False,False,인천광역시 미추홀구 숭의동 164-12 에코플러스2 제11층 제1104호,,,,,,,1
기타,1,360000000,2023-07-25,False,11,True,False,False,인천광역시 부평구 부평동 533-1 에스.제이스카이뷰 제1층 제101호,,,,420000000.0,,,1
기타,1,20000000,2017-06-16,False,7,True,False,False,,,,,,,,1
빌라,0,0,,False,12,True,False,False,경기도 부천시 원미구 도당동 35-5외 1필지 우원아트빌라 제1층 제103호,,,,120000000.0,120000000.0,100.00%,1
빌라,0,0,,False,12,True,False,False,경기도 부천시 원미구 도당동 110-2 복지빌라 제3층 제303호,,,,175000000.0,175000000.0,100.00%,1
아파트,0,0,,False,32,True,False,False,경기도 부천시 원미구 도당동 110-3 복지빌라 제나동 제4층 제402호,,,,123000000.0,123000000.0,100.00%,1
아파트,0,0,,False,16,True,False,False,경기도 부천시 오정구 고강동 335-7 삼익빌라 제에이동 제2층 제2호,,,,140000000.0,140000000.0,100.00%,1
빌라,0,0,,False,5,True,False,False,경기도 부천시 오정구 고강동 357-5 형제빌라 제에이동 제1층 제2호,,,,96000000.0,96000000.0,100.00%,1
빌라,1,84000000,2019-11-05,False,3,True,False,False,경기도 부천시 오정구 고강동 379-12외 2필지 성산빌라트 제나동 제4층 제403호,,,,90000000.0,,,1
아파트,0,0,,False,28,True,False,False,경기도 부천시 오정구 여월동 3-6 신동빌라 제3층 제3호,,,,127000000.0,127000000.0,100.00%,1
빌라,0,0,,False,13,True,False,False,경기도 부천시 오정구 여월동 3-19 이화빌라 제1층 제1호,,,,125000000.0,125000000.0,100.00%,1
아파트,0,0,,False,16,True,False,False,경기도 부천시 오정구 여월동 3-36 선진맨션 제3층 제302호,,,,140000000.0,140000000.0,100.00%,1
빌라,2,252000000,2022-02-18,False,30,True,False,False,경기도 부천시 오정구 여월동 7-101 남영빌라 제2동 제4층 제3호,,,,,,,1
아파트,0,0,,False,3,True,False,False,경기도 부천시 오정구 여월동 8-1 대광빌라 제마동 제4층 제403호,,,,120000000.0,120000000.0,100.00%,1
아파트,1,165000000,2022-08-24,False,37,True,False,False,경기도 부천시 원미구 원미동 29-57 예성빌라트 제1층 제101호,,,,140000000.0,,,1
아파트,1,30000000,2021-01-05,False,4,True,False,False,경기도 부천시 원미구 원미동 90-1 삼협연립 제지층 제2호,,,,50000000.0,,,1
연립주택,0,0,,False,4,True,False,False,경기도 부천시 원미구 원미동 78-14 제나동 제1층 제102호,,,,140000000.0,,,1
아파트,0,0,,False,1,True,False,False,경기도 부천시 오정구 여월동 7-98 금명주택 제나동 제1층 제102호,,,,99000000.0,,,1
아파트,0,0,,False,4,True,False,False,경기도 부천시 원미구 심곡동 322-25 오성연립 제2층 제204호,,,,100000000.0,100000000.0,100.00%,1
아파트,0,0,,False,1,True,False,False,경기도 부천시 오정구 원종동 198-39 동호주택 제가동 제1층 제102호,,,,95000000.0,,,1
아파트,1,144000000,2024-03-22,False,3,True,False,False,경기도 부천시 오정구 원종동 269-2 태양아파트 제가동 제5층 제502호,,,,,,,1
아파트,0,0,,False,1,True,False,False,경기도 부천시 오정구 원종동 222-17 우성주택 제17동 제1층 제1호,,,,96000000.0,,,1
빌라,2,243200000,2024-05-23,False,16,True,False,False,경기도 부천시 오정구 원종동 281-12 선진주택 제비동 제지층 제1호,,,,32400000.0,,,1
기타,1,64800000,2018-11-15,False,15,True,False,False,경기도 부천시 오정구 원종동 310-5 선경주택 제가동 제지층 제1호,,,,,,,1
아파트,2,190800000,2022-10-26,False,9,True,False,False,경기도 부천시 오정구 원종동 352외 3필지 미성아파트 제5동 제4층 제401호,,,,127000000.0,,,1
빌라,0,0,,False,7,True,False,False,경기도 부천시 오정구 원종동 361-9 영덕빌라 2동 제2층 제2호,,,,136000000.0,136000000.0,100.00%,1
기타,1,1813000000,2023-03-17,False,5,True,False,False,,,,,,,,1
아파트,0,0,,False,24,True,False,False,경기도 부천시 오정구 여월동 1-50 우영빌라 제가동 제301호,,,,117000000.0,117000000.0,100.00%,1
아파트,0,0,,False,12,True,False,False,경기도 부천시 오정구 원종동 291-14 한성빌라 제2층 제201호,,,,120000000.0,,,1
아파트,0,0,,False,1,True,False,False,경기도 부천시 원미구 심곡동 340-17 제2층 제203호,,,,70000000.0,70000000.0,100.00%,1
기타,0,0,,False,11,True,False,False,경기도 부천시 오정구 삼정동 286-7 진도홈빌 제101동 제4층 제401호,,,,161000000.0,161000000.0,100.00%,1
빌라,0,0,,False,7,True,False,False,경기도 부천시 오정구 고강동 338-7 효성하이츠빌 제4층 제401호,,,,140000000.0,147000000.0,105.00%,1
아파트,0,0,,False,4,True,False,False,경기도 부천시 오정구 고강동 385-15 대하그랜드빌라 제5동 제4층 제402호,,,,123000000.0,,,1
아파트,0,0,,False,10,True,False,False,경기도 부천시 오정구 여월동 7-113 목화주택 제나동 제1층 제104호,,,,128000000.0,128000000.0,100.00%,1
아파트,0,0,,False,21,True,False,False,경기도 부천시 원미구 도당동 52 유진아트빌 제4층 제401호,,,,144000000.0,144000000.0,100.00%,1
아파트,0,0,,False,12,True,False,False,경기도 부천시 오정구 고강동 354-14 용주하이츠맨션 제지층 제지101호,,,,105000000.0,,,1
기타,0,0,,False,5,True,False,False,경기도 부천시 원미구 심곡동 297-17 대진빌리지 제4층 제401호,,,,210000000.0,210000000.0,100.00%,1
아파트,0,0,,False,13,True,False,False,경기도 부천시 원미구 심곡동 428-10 밀레니엄빌 제4층 제401호,,,,160000000.0,160000000.0,100.00%,1
빌라,0,0,,False,7,True,False,False,경기도 부천시 오정구 고강동 463-3 목원아트빌라 제3층 제301호,,,,173000000.0,181000000.0,104.62%,1
아파트,0,0,,False,36,True,False,False,경기도 부천시 원미구 원미동 55-4 하나맨션 제3층 제301호,,,,175000000.0,175000000.0,100.00%,1
아파트,3,222900000,2020-07-17,False,4,True,False,False,경기도 부천시 오정구 원종동 230-18 삼성그린빌라 제다동 제1층 제101호,,,,,,,1
아파트,3,222900000,2020-07-17,False,12,True,False,False,경기도 부천시 오정구 원종동 230-18 삼성그린빌라 제다동 제1층 제102호,,,,,,,1
빌라,0,0,,False,6,True,False,False,경기도 부천시 원미구 도당동 56-26 세종빌라 제2층 제202호,,,,157000000.0,157000000.0,100.00%,1
아파트,0,0,,False,13,True,False,False,경기도 부천시 오정구 원종동 359-28 수정하이빌 제3층 제302호,,,,118000000.0,118000000.0,100.00%,1
빌라,0,0,,False,8,True,False,False,경기도 부천시 원미구 약대동 52 동화탑스빌 제4층 제401호,,,,170000000.0,170000000.0,100.00%,1
아파트,0,0,,False,3,True,False,False,경기도 부천시 원미구 도당동 49-21 영광하이츠빌 제2층 제203호,,,,105000000.0,105000000.0,100.00%,1
아파트,0,0,,False,18,True,False,False,경기도 부천시 오정구 고강동 382-14 대신아트빌 제5층 제501호,,,,140000000.0,140000000.0,100.00%,1
아파트,1,22000000,2021-07-05,False,20,True,False,False,경기도 부천시 원미구 도당동 63-17 도당맨션 제3동 제5층 제503호,,,,140000000.0,140000000.0,100.00%,1
아파트,0,0,,False,9,True,False,False,경기도 부천시 소사구 송내동 579-1 대림맨션 제5층 제502호,,,,139000000.0,139000000.0,100.00%,1
아파트,0,0,,False,6,True,False,False,경기도 부천시 원미구 도당동 35-18 가영아트빌 제나동 제3층 제303호,,,,178000000.0,178000000.0,100.00%,1
아파트,0,0,,False,22,True,False,False,경기도 부천시 소사구 송내동 575-13 리마빌 제씨동 제2층 제202호,,,,135000000.0,135000000.0,100.00%,1
다세대주택,0,0,,False,6,True,False,False,경기도 부천시 원미구 약대동 160-5 태영홈타운 제나동 제5층 제501호,,,,130000000.0,130000000.0,100.00%,1
아파트,0,0,,False,5,True,False,False,경기도 부천시 소사구 송내동 575-18 리마빌 제디동 제5층 제502호,,,,130000000.0,130000000.0,100.00%,1
아파트,0,0,,False,24,True,False,False,경기도 부천시 원미구 약대동 164-10외 1필지 중앙그린빌 제4층 제401호,,,,180000000.0,180000000.0,100.00%,1
아파트,0,0,,False,5,True,False,False,경기도 부천시 원미구 약대동 133-13외 3필지 에이스빌 제4층 제403호,,,,180000000.0,180000000.0,100.00%,1
기타,0,0,,False,8,True,False,False,경기도 부천시 원미구 심곡동 445-18 대원탑빌리지 제4층 제401호,,,,166000000.0,,,1
아파트,0,0,,False,12,True,False,False,경기도 부천시 오정구 원종동 126-11 효마을타운 제2동 제4층 제402호,,,,112000000.0,,,1
빌라,0,0,,False,5,True,False,False,경기도 부천시 소사구 송내동 405-2 진흥하이츠 제나동 제3층 제302호,,,,210000000.0,210000000.0,100.00%,1
아파트,1,5000000000,2022-02-15,False,10,True,False,False,경기도 부천시 오정구 고강동 379-5 성지빌라 제3층 제303호,,,,152000000.0,149000000.0,98.03%,1
다세대주택,0,0,,False,3,True,False,False,경기도 부천시 소사구 송내동 341-1 금강그린빌 제가동 제5층 제501호,,,,155000000.0,155000000.0,100.00%,1
다세대주택,1,84000000,2010-06-21,False,1,True,False,False,경기도 부천시 소사구 송내동 630-5 신흥맨션 제4층 제402호,,,,152000000.0,,,1
기타,0,0,,False,16,True,False,False,경기도 부천시 원미구 도당동 49-3 드림로즈빌 제비동 제3층 제302호,,,,210000000.0,210000000.0,100.00%,1
빌라,0,0,,False,6,True,False,False,경기도 부천시 원미구 도당동 32-10 동영스카이 제비동 제5층 제502호,,,,205000000.0,205000000.0,100.00%,1
기타,1,26000000,2021-06-29,False,14,True,False,False,경기도 부천시 원미구 도당동 32-13 대영스카이 제에이동 제3층 제303호,,,,195000000.0,195000000.0,100.00%,1
아파트,0,0,,False,22,True,False,False,경기도 부천시 원미구 도당동 52-15 송정하우스 제가동 제2층 제202호,,,,169000000.0,169000000.0,100.00%,1
다세대주택,0,0,,False,13,True,False,False,경기도 부천시 원미구 도당동 33-10 우리하이빌 제5층 제504호,,,,145000000.0,,,1
아파트,0,0,,False,8,True,False,False,경기도 부천시 원미구 도당동 31 플러스타운 제103동 제2층 제201호,,,,213000000.0,213000000.0,100.00%,1
빌라,2,170500000,2011-08-22,False,6,True,False,False,경기도 부천시 오정구 여월동 53-15외 1필지 베스트빌 제3층 제304호,,,,,,,1
빌라,1,143000000,2011-07-27,False,17,True,False,False,경기도 부천시 원미구 약대동 139-11 숲예찬 제3층 제304호,,,,,,,1
빌라,2,320400000,2022-02-18,False,8,True,False,False,경기도 부천시 오정구 원종동 360-2외 1필지 신성베스티아 제2층 제202호,,,,,,,1
아파트,0,0,,False,10,True,False,False,경기도 부천시 원미구 도당동 40-8 우리하이빌 제비동 제4층 제402호,,,,130000000.0,130000000.0,100.00%,1
아파트,1,33800000,2021-03-08,False,23,True,False,False,경기도 부천시 원미구 심곡동 301-13 중앙리더스빌 제3층 제302호,,,,,165000000.0,,1
다세대주택,3,24700000,2013-12-10,False,13,True,False,False,경기도 부천시 소사구 송내동 327 동림아트빌 제4층 제402호,,,,,150000000.0,,1
빌라,1,113190000,2020-02-18,False,7,True,False,False,경기도 부천시 원미구 중동 3-257 대창스페이스빌 제가동 제2층 제202호,,,,167000000.0,,,1
아파트,0,0,,False,9,True,False,False,경기도 부천시 소사구 송내동 577-5 이룸빌리지 제2층 제203호,,,,230000000.0,230000000.0,100.00%,1
아파트,0,0,,False,18,True,False,False,경기도 부천시 원미구 약대동 43-2 스위트홈 제5층 제502호,,,,255000000.0,255000000.0,100.00%,1
아파트,1,3000000000,2022-03-31,False,9,True,False,False,경기도 부천시 원미구 도당동 43-11 디아망 제2층 제202호,,,,180000000.0,180000000.0,100.00%,1
아파트,0,0,,False,1,True,False,False,경기도 부천시 소사구 송내동 561-15외 3필지 대림 프라우드빌 제5층 제503호,,,,230000000.0,230000000.0,100.00%,1
빌라,0,0,,False,16,True,False,False,경기도 부천시 오정구 원종동 385-14 제이팰리스 제103동 제5층 제502호,,,,320000000.0,320000000.0,100.00%,1
아파트,0,0,,False,9,True,False,False,경기도 부천시 소사구 송내동 611 꿈에그린 제2층 제202호,,,,165000000.0,165000000.0,100.00%,1
기타,0,0,,False,3,True,False,False,경기도 부천시 원미구 심곡동 298 동남캐슬 제가동 제4층 제403호,,,,220000000.0,220000000.0,100.00%,1
빌라,0,0,,False,12,True,False,False,경기도 부천시 원미구 원미동 83-1외 1필지 대림프라우드빌 제3층 제304호,,,,190000000.0,190000000.0,100.00%,1
다세대주택,0,0,,False,7,True,False,False,경기도 부천시 원미구 춘의동 138-2 위브더제니스 제4층 제402호,,,,278000000.0,278000000.0,100.00%,1
기타,0,0,,False,11,True,False,False,경기도 부천시 원미구 춘의동 211-5 삼성리치빌 제5층 제501호,,,,172000000.0,172000000.0,100.00%,1
빌라,0,0,,False,13,True,False,False,경기도 부천시 원미구 춘의동 182-7외 2필지 삼성펠리스2차 제4층 제401호,,,,268000000.0,268000000.0,100.00%,1
기타,1,60000000,2016-08-19,False,1,True,False,False,,,,,,,,1
기타,0,0,,False,14,True,False,False,경기도 부천시 원미구 춘의동 137-7 청담빌리지 제5층 제501호,,,,245000000.0,235000000.0,95.92%,1
기타,0,0,,False,1,True,False,False,경기도 부천시 원미구 춘의동 125-53외 1필지 풍성애뜰안 제나동 제2층 제201호,,,,270000000.0,270000000.0,100.00%,1
빌라,0,0,,False,7,True,False,False,경기도 부천시 원미구 춘의동 144-34외 2필지 유창팰리스 제5층 제502호,,,,180000000.0,175000000.0,97.22%,1
아파트,0,0,,False,9,True,False,False,경기도 부천시 원미구 춘의동 217-44 엘림하우스 제다동 제5층 제501호,,,,206000000.0,206000000.0,100.00%,1
다세대주택,1,135000000,2022-02-22,False,30,True,False,False,경기도 부천시 오정구 삼정동 301-17 주건축물 제1동 제5층 제502호,,,,207000000.0,260000000.0,125.60%,1
아파트,1,120000000,2021-03-15,False,15,True,False,False,경기도 부천시 오정구 고강동 408-9 예다움 제4층 제401호,,,,265000000.0,265000000.0,100.00%,1
빌라,0,0,,False,11,True,False,False,경기도 부천시 원미구 원미동 108-19 화이트빌 제나동 제4층 제401호,,,,230000000.0,230000000.0,100.00%,1
기타,0,0,,False,9,True,False,False,경기도 부천시 원미구 춘의동 218-3 창신리치빌 제가동 제2층 제204호,,,,195000000.0,210000000.0,107.69%,1
아파트,0,0,,False,5,True,False,False,경기도 부천시 소사구 송내동 603-1 지호빌 제2층 제202호,,,,205000000.0,205000000.0,100.00%,1
아파트,1,180000000,2021-05-18,False,17,True,False,False,경기도 부천시 원미구 원미동 165-2 성도리치빌 제1동 제3층 제301호,,,,230000000.0,230000000.0,100.00%,1
아파트,0,0,,False,23,True,False,False,경기도 부천시 원미구 춘의동 217-17 허브빌 제가동 제5층 제501호,,,,250000000.0,,,1
기타,0,0,,False,3,True,False,False,경기도 부천시 원미구 원미동 108-5외 1필지 화인캐슬 제6층 제604호,,,,,165000000.0,,1
아파트,0,0,,False,7,True,False,False,경기도 부천시 오정구 원종동 151-34 킹덤하우스 제비동 제3층 제302호,,,,,,,1
다세대주택,0,0,,False,19,True,False,False,경기도 부천시 오정구 고강동 387-1 파크하우스 제2층 제201호,,,,220000000.0,,,1
아파트,0,0,,False,12,True,False,False,경기도 부천시 원미구 원미동 63-24외 3필지 거성팰리스 제5층 제504호,,,,170000000.0,170000000.0,100.00%,1
아파트,1,84000000,2022-07-04,False,5,True,False,False,경기도 부천시 원미구 춘의동 123-34외 2필지 골든빌리지 제3층 제303호,,,,255000000.0,255000000.0,100.00%,1
오피스텔,0,0,,False,5,True,False,False,경기도 부천시 소사구 송내동 564-5 광백드림빌 제5층 제504호,,,,263000000.0,263000000.0,100.00%,1
연립주택,0,0,,False,9,True,False,False,경기도 부천시 원미구 원미동 1-7외 2필지 예다움 제5층 제503호,,,,232000000.0,227000000.0,97.84%,1
아파트,0,0,,False,7,True,False,False,경기도 부천시 오정구 삼정동 313-14 화이트캐슬 제1동 제2층 제203호,,,,210000000.0,199000000.0,94.76%,1
아파트,0,0,,False,9,True,False,False,경기도 부천시 소사구 송내동 579-11 삼성팰리스17차비동 제4층 제402호,,,,204000000.0,204000000.0,100.00%,1
빌라,1,80000000,2021-06-29,False,3,True,False,False,경기도 부천시 원미구 도당동 105-7외 1필지 더편한 제3층 제301호,,,,257000000.0,257000000.0,100.00%,1
아파트,0,0,,False,13,True,False,False,경기도 부천시 원미구 심곡동 443-23 남양캐슬 제3층 제302호,,,,,224000000.0,,1
기타,0,0,,False,7,True,False,False,경기도 부천시 오정구 삼정동 301-21 드림채 제1동 제5층 제501호,,,,,,,1
아파트,0,0,,False,5,True,False,False,경기도 부천시 소사구 송내동 572-5 제3층 제302호,,,,335000000.0,335000000.0,100.00%,1
기타,0,0,,False,3,True,False,False,경기도 부천시 소사구 송내동 572-5 제8층 제802호,,,,342000000.0,342000000.0,100.00%,1
빌라,0,0,,False,11,True,False,False,경기도 부천시 원미구 약대동 71-4외 2필지 늘푸른빌 제5층 제501호,,,,,243000000.0,,1
아파트,0,0,,False,5,True,False,False,경기도 부천시 오정구 고강동 361-20 동화프리미아 제가동 제5층 제501호,,,,,189000000.0,,1
아파트,0,0,,False,1,True,False,False,경기도 부천시 오정구 고강동 357-22 아뜰리에 제비동 제3층 제302호,,,,,240000000.0,,1
아파트,0,0,,False,1,True,False,False,경기도 부천시 오정구 고강동 357-22 아뜰리에 제비동 제5층 제502호,,,,,240000000.0,,1
아파트,0,0,,False,7,True,False,False,경기도 부천시 오정구 고강동 393-18외 1필지 테라스더시티 제4층 제403호,,,,,239000000.0,,1
아파트,0,0,,False,13,True,False,False,경기도 부천시 오정구 고강동 393-18외 1필지 테라스더시티 제6층 제602호,,,,,,,1
아파트,0,0,,False,13,True,False,False,경기도 부천시 소사구 송내동 565-5 지오빌 제6층 제601호,,,,,,,1
아파트,1,192000000,2023-03-07,False,3,True,False,False,경기도 부천시 오정구 원종동 272-10 한울아파트 제4층 제비동401호,,,,275000000.0,,,1
아파트,10,1556400000,2024-04-12,False,1,True,False,False,경기도 부천시 오정구 원종동 272-10 한울아파트 제4층 제비동402호,,,,330000000.0,,,1
아파트,5,404500000,2024-09-02,False,8,True,False,False,경기도 부천시 원미구 약대동 137-1 에스제이성진힐스 제10층 제1001호,,,,355000000.0,355000000.0,100.00%,1
아파트,0,0,,False,5,True,False,False,경기도 부천시 원미구 심곡동 339-1외 2필지 에이엔캐슬 제2층 제201호,,,,,235000000.0,,1
기타,0,0,,False,7,True,False,False,경기도 부천시 원미구 심곡동 326-22 지호빌 제3층 제303호,,,,,259500000.0,,1
아파트,0,0,,False,1,True,False,False,경기도 부천시 소사구 송내동 576-4 이루다힐 제3층 제302호,,,,,225000000.0,,1
아파트,0,0,,False,5,True,False,False,경기도 부천시 원미구 심곡동 448-11외 2필지 유엔빌리지 제6층 제603호,,,,,,,1
아파트,1,50000000,2021-04-19,False,9,True,False,False,경기도 부천시 오정구 원종동 289-10외 1필지 누리애빌 제나동 제5층 제501호,,,,,277000000.0,,1
아파트,0,0,,False,5,True,False,False,경기도 부천시 원미구 원미동 169-1 수팰리스 제에이동 제5층 제502호,,,,,,,1
기타,0,0,,False,10,True,False,False,경기도 부천시 원미구 원미동 169-1 수팰리스 제비동 제3층 제301호,,,,,233000000.0,,1
기타,0,0,,False,5,True,False,False,경기도 부천시 원미구 원미동 169-1 수팰리스 제비동 제4층 제404호,,,,,241000000.0,,1
기타,0,0,,False,9,True,False,False,경기도 부천시 오정구 고강동 395-16외 1필지 씨엠퍼스트빌 제6층 제601호,,,,,248000000.0,,1
기타,0,0,,False,7,True,False,False,경기도 부천시 오정구 원종동 360-3 그랜드캐슬 제2층 제203호,,,,272000000.0,272000000.0,100.00%,1
기타,0,0,,False,4,True,False,False,경기도 부천시 오정구 원종동 360-3 그랜드캐슬 제5층 제502호,,,,,,,1
아파트,0,0,,False,5,True,False,False,경기도 부천시 원미구 약대동 53-4 어반스테이 제2층 제202호,,,,,,,1
기타,0,0,,False,7,True,False,False,경기도 부천시 오정구 원종동 364-6 대현빌 제5층 제501호,,,,,282000000.0,,1
기타,0,0,,False,9,True,False,False,경기도 부천시 원미구 춘의동 126-3 춘의베르빌 제5층 제501호,,,,228000000.0,239000000.0,104.82%,1
아파트,0,0,,False,7,True,False,False,경기도 부천시 오정구 고강동 377-16 승민리치빌 제가동 제4층 제402호,,,,,198000000.0,,1
기타,0,0,,False,11,True,False,False,경기도 부천시 오정구 고강동 402-7 동화프리미아3차 제2층 제202호,,,,,258000000.0,,1
기타,0,0,,False,1,True,False,False,경기도 부천시 오정구 원종동 348-21외 1필지 아름채 제4층 제401호,,,,,230000000.0,,1
기타,0,0,,False,7,True,False,False,경기도 부천시 소사구 송내동 560-22 성도리치빌6차 제3층 제303호,,,,338000000.0,338000000.0,100.00%,1
기타,0,0,,False,17,True,False,False,경기도 부천시 원미구 도당동 43-10 해솔채 제나동 제4층 제402호,,,,249000000.0,249000000.0,100.00%,1
아파트,1,180000000,2021-01-28,False,21,True,False,False,경기도 부천시 오정구 원종동 352-2 남양미라벨 제2층 제203호,,,,265000000.0,265000000.0,100.00%,1
빌라,0,0,,False,1,True,False,False,경기도 부천시 오정구 고강동 365-12 드림채 제비동 제4층 제403호,,,,,,,1
기타,0,0,,False,6,True,False,False,경기도 부천시 오정구 고강동 381-1 리치하임 제비동 제5층 제501호,,,,269000000.0,269000000.0,100.00%,1
빌라,3,2100000000,2022-04-19,False,3,True,False,False,경기도 부천시 원미구 원미동 95-12 미성플로체 제2층 제202호,,,,295000000.0,295000000.0,100.00%,1
기타,0,0,,False,7,True,False,False,경기도 부천시 원미구 원미동 95-12 미성플로체 제2층 제203호,,,,295000000.0,295000000.0,100.00%,1
기타,0,0,,False,10,True,False,False,경기도 부천시 원미구 원미동 95-12 미성플로체 제3층 제302호,,,,295000000.0,295000000.0,100.00%,1
