건축물_유형,근저당권_개수,채권최고액,근저당권_설정일_최근,신탁_등기여부,압류_가압류_개수,선순위_채권_존재여부,전입_가능여부,우선변제권_여부,과거_매매가,과거_전세가,과거_전세가율,주소,전세가,매매가,전세가율,위험도
아파트,1,181259841,2023-12-12,False,0,True,True,False,526438447,562062082,106.77%,,,,,1
다세대주택,1,371268928,2022-06-21,False,0,True,True,False,643014360,588816860,91.57%,,,,,1
오피스텔,1,442748404,2022-03-09,False,1,True,True,False,910153640,701689871,77.1%,,,,,1
아파트,0,0,,False,0,False,True,True,772192413,578600803,74.93%,,,,,0
빌라,0,0,,False,0,False,False,False,388454141,208995522,53.8%,,,,,0
다가구주택,3,384328902,2024-09-21,False,0,True,True,False,326937417,258444838,79.05%,,,,,1
아파트,1,255232652,2020-12-20,False,1,True,True,False,745441371,755726409,101.38%,,,,,1
다가구주택,2,367739627,2020-12-07,True,1,True,False,False,490740800,331883563,67.63%,,,,,1
빌라,0,0,,False,0,False,True,True,462470762,265153705,57.33%,,,,,0
빌라,1,155802321,2022-09-29,False,1,True,True,False,347998464,348977723,100.28%,,,,,1
아파트,0,0,,False,0,False,True,True,447217440,390147590,87.24%,,,,,0
빌라,0,0,,False,0,False,True,True,566193827,307919251,54.38%,,,,,0
아파트,1,187404448,2023-07-24,False,0,True,True,False,346603098,216984115,62.6%,,,,,1
아파트,0,0,,False,0,False,True,True,276348174,299811523,108.49%,,,,,1
아파트,1,526956175,2023-06-16,False,0,True,True,False,1589957184,920546816,57.9%,,,,,0
아파트,3,467639132,2024-12-01,False,0,True,True,False,327364736,297505741,90.88%,,,,,1
빌라,1,372509918,2022-03-19,False,0,True,True,False,737576897,447572024,60.68%,,,,,1
아파트,0,0,,True,0,False,False,False,825819509,860401437,104.19%,,,,,1
오피스텔,0,0,,False,0,False,True,True,718206087,670796761,93.4%,,,,,0
아파트,1,274117700,2022-02-01,False,0,True,True,False,556112954,374917854,67.42%,,,,,1
아파트,1,136304133,2025-01-30,False,0,True,True,False,422423073,402441568,95.27%,,,,,1
빌라,1,76356628,2024-07-12,False,0,True,True,False,243953293,220270824,90.29%,,,,,1
빌라,1,116838147,2021-11-24,False,0,True,True,False,354869137,192773499,54.32%,,,,,0
빌라,2,263603079,2022-12-09,False,0,True,True,False,381540163,354607314,92.94%,,,,,1
연립주택,1,33063547,2021-03-23,False,0,True,True,False,105750879,85468833,80.82%,,,,,1
아파트,0,0,,False,0,False,True,True,100000000,75276967,75.28%,,,,,0
아파트,2,277553596,2024-06-30,False,0,True,True,False,236223081,197883301,83.77%,,,,,1
빌라,2,219932235,2024-05-30,False,0,True,True,False,370988817,360537778,97.18%,,,,,1
오피스텔,2,73728655,2022-09-17,False,0,True,True,False,104455809,110840255,106.11%,,,,,1
단독주택,0,0,,False,0,False,True,True,855687034,646861081,75.6%,,,,,0
단독주택,1,140010531,2025-02-10,True,0,True,False,False,382184064,347149125,90.83%,,,,,1
아파트,4,2036043776,2025-07-10,True,0,True,False,False,869986034,839947689,96.55%,,,,,1
다세대주택,1,347595430,2022-12-31,False,0,True,True,False,897156732,548883366,61.18%,,,,,0
빌라,1,160081553,2025-06-30,False,0,True,True,False,391860453,304581903,77.73%,,,,,1
다가구주택,1,215442818,2025-01-30,False,0,True,True,False,380588604,312527890,82.12%,,,,,1
다세대주택,1,77955676,2021-10-11,False,0,True,True,False,205240052,117377771,57.19%,,,,,0
오피스텔,1,170972422,2020-09-01,False,0,True,True,False,626367539,381812121,60.96%,,,,,0
연립주택,0,0,,False,0,False,True,True,444757600,480512180,108.04%,,,,,1
아파트,0,0,,False,0,False,True,True,442266367,322272648,72.87%,,,,,0
아파트,0,0,,False,0,False,True,True,556316029,322400437,57.95%,,,,,0
빌라,0,0,,False,0,False,True,True,362818773,185709574,51.19%,,,,,0
오피스텔,3,602306616,2022-09-17,False,0,True,True,False,772827530,689950391,89.28%,,,,,1
아파트,4,810239724,2021-06-27,False,1,True,True,False,441398049,384267054,87.06%,,,,,1
연립주택,1,399332021,2023-08-16,False,0,True,True,False,739596454,397132248,53.7%,,,,,1
연립주택,0,0,,False,0,False,True,True,608692516,328514958,53.97%,,,,,0
아파트,0,0,,False,0,False,True,True,269831601,166156069,61.58%,,,,,0
오피스텔,0,0,,False,0,False,True,True,674096861,515134365,76.42%,,,,,0
오피스텔,3,458526093,2023-08-31,False,0,True,True,False,438404149,268002870,61.13%,,,,,1
오피스텔,1,235352861,2023-02-27,False,0,True,True,False,429724926,331803553,77.21%,,,,,1
빌라,0,0,,False,0,False,True,True,711855419,464837632,65.3%,,,,,0
오피스텔,1,154551743,2023-03-15,False,0,True,True,False,427862826,468874957,109.59%,,,,,1
아파트,1,87129827,2021-07-15,False,1,True,True,False,213656665,183202761,85.75%,,,,,1
빌라,1,228683739,2020-10-04,False,0,True,True,False,694734125,365377082,52.59%,,,,,0
다세대주택,0,0,,False,1,True,True,False,910538254,707026239,77.65%,,,,,1
빌라,0,0,,False,0,False,True,True,292606433,150335374,51.38%,,,,,0
아파트,0,0,,False,0,False,True,True,797367622,468531458,58.76%,,,,,0
아파트,0,0,,False,0,False,True,True,783442524,550129043,70.22%,,,,,0
아파트,0,0,,False,0,False,True,True,550865908,422639335,76.72%,,,,,0
아파트,3,367159043,2023-04-18,False,0,True,True,False,350897148,196691964,56.05%,,,,,1
빌라,0,0,,False,0,False,True,True,409290359,209179138,51.11%,,,,,0
오피스텔,2,1048746720,2022-08-14,False,0,True,True,False,1531165674,1296393399,84.67%,,,,,1
아파트,0,0,,False,0,False,True,True,746594126,701134097,93.91%,,,,,0
아파트,2,1064117202,2022-11-29,False,0,True,True,False,923930719,932412913,100.92%,,,,,1
아파트,0,0,,False,0,False,True,True,222104937,151780871,68.34%,,,,,0
오피스텔,0,0,,False,0,False,True,True,355807167,371606100,104.44%,,,,,1
빌라,0,0,,True,1,True,False,False,820234894,851225370,103.78%,,,,,1
빌라,0,0,,False,0,False,True,True,325068623,349277969,107.45%,,,,,1
빌라,0,0,,False,0,False,True,True,176843663,171664139,97.07%,,,,,0
아파트,3,345181473,2024-10-25,False,0,True,True,False,288711510,199065862,68.95%,,,,,1
오피스텔,0,0,,False,0,False,True,True,991181283,766252358,77.31%,,,,,0
아파트,0,0,,False,0,False,True,True,396596083,210911504,53.18%,,,,,0
아파트,5,1720765038,2021-03-07,False,0,True,True,False,837778522,587007784,70.07%,,,,,1
빌라,1,206658848,2021-12-26,False,0,True,True,False,371906439,271367750,72.97%,,,,,1
아파트,3,631045788,2022-10-24,False,0,True,True,False,591841376,393141154,66.43%,,,,,1
빌라,1,84513643,2022-09-19,False,0,True,True,False,224197908,122274879,54.54%,,,,,0
아파트,1,112511605,2022-10-10,False,0,True,True,False,285806976,153665885,53.77%,,,,,0
연립주택,1,160202783,2025-03-26,False,0,True,True,False,322605036,329569125,102.16%,,,,,1
빌라,1,164137943,2023-11-06,False,0,True,True,False,292875743,266580054,91.02%,,,,,1
빌라,1,219828435,2023-07-06,False,0,True,True,False,423009617,355546337,84.05%,,,,,1
빌라,3,586473032,2023-12-06,False,1,True,True,False,437740990,344725875,78.75%,,,,,1
다가구주택,0,0,,False,0,False,True,True,344491298,188346005,54.67%,,,,,0
다세대주택,0,0,,False,1,True,True,False,743779933,498907535,67.08%,,,,,1
다가구주택,0,0,,False,0,False,True,True,175792013,110853400,63.06%,,,,,0
아파트,2,698235813,2024-07-26,False,0,True,True,False,626755068,471729206,75.27%,,,,,1
빌라,1,283159393,2020-10-22,False,0,True,True,False,591821828,607549017,102.66%,,,,,1
다세대주택,2,547527093,2023-03-14,False,0,True,True,False,610750532,362220872,59.31%,,,,,1
다세대주택,0,0,,False,0,False,False,False,595327403,329714559,55.38%,,,,,0
빌라,3,390684010,2022-05-03,False,0,True,True,False,278167635,200701281,72.15%,,,,,1
빌라,0,0,,False,0,False,True,True,475821722,273663348,57.51%,,,,,0
아파트,3,242581915,2024-06-02,False,1,True,True,False,161832428,154522905,95.48%,,,,,1
연립주택,0,0,,False,0,False,True,True,592786468,332610116,56.11%,,,,,0
빌라,1,28769962,2021-06-29,False,0,True,True,False,100000000,73188754,73.19%,,,,,1
오피스텔,1,182647478,2021-08-17,True,0,True,False,False,339629601,352870225,103.9%,,,,,1
다세대주택,0,0,,False,0,False,True,True,178853933,148793302,83.19%,,,,,0
다가구주택,0,0,,False,0,False,True,True,1667219257,1647727086,98.83%,,,,,0
오피스텔,0,0,,False,0,False,True,True,484118856,374434440,77.34%,,,,,0
다가구주택,1,61824305,2021-03-27,False,0,True,True,False,226959091,194887250,85.87%,,,,,1
빌라,3,588503837,2024-08-14,False,0,True,True,False,451543465,288235794,63.83%,,,,,1
아파트,4,132087916,2020-11-04,False,0,True,True,False,135612125,120025432,88.51%,,,,,1
아파트,0,0,,False,0,False,True,True,738826302,793780821,107.44%,,,,,1
다세대주택,2,779179232,2023-10-10,False,0,True,True,False,855126071,613076727,71.69%,,,,,1
아파트,2,365517768,2022-08-18,False,0,True,True,False,735697128,585362772,79.57%,,,,,1
아파트,3,798166828,2024-06-23,False,0,True,True,False,805070724,672592750,83.54%,,,,,1
빌라,3,336400760,2022-03-11,False,0,True,False,False,211576929,150545377,71.15%,,,,,1
단독주택,1,106836306,2022-05-30,False,0,True,True,False,375867066,235157807,62.56%,,,,,0
아파트,0,0,,False,0,False,True,True,109626694,75977867,69.31%,,,,,0
아파트,3,509190352,2023-01-07,False,0,True,True,False,320520277,325462263,101.54%,,,,,1
아파트,1,347026014,2020-11-27,False,0,True,True,False,613685228,448166135,73.03%,,,,,1
빌라,0,0,,False,0,False,True,True,355872399,368290033,103.49%,,,,,1
연립주택,1,380632869,2021-11-20,False,1,True,True,False,875189947,913999908,104.43%,,,,,1
단독주택,5,1004414133,2021-06-15,False,0,True,True,False,800103476,449811110,56.22%,,,,,1
아파트,1,52457724,2020-12-06,False,0,True,True,False,100000000,106538339,106.54%,,,,,1
아파트,2,598047452,2023-02-09,False,0,True,True,False,614443216,658972498,107.25%,,,,,1
빌라,0,0,,False,0,False,True,True,795391929,763059549,95.94%,,,,,0
아파트,1,124273549,2021-10-02,False,1,True,True,False,275542483,278332863,101.01%,,,,,1
빌라,1,37667544,2022-04-01,False,0,True,True,False,100000000,61198644,61.2%,,,,,0
다세대주택,1,215355500,2024-10-09,True,0,True,False,False,556054101,364159537,65.49%,,,,,1
아파트,0,0,,False,0,False,True,True,574911921,312022140,54.27%,,,,,0
단독주택,3,332560201,2024-05-17,False,0,True,True,False,287538907,162991568,56.69%,,,,,1
아파트,0,0,,False,0,False,True,True,338606981,264563081,78.13%,,,,,0
아파트,1,675893984,2022-02-02,False,0,True,True,False,1707918418,1308712411,76.63%,,,,,1
빌라,0,0,,False,0,False,True,True,510147922,534753259,104.82%,,,,,1
다가구주택,3,825516830,2023-09-11,False,0,True,True,False,500051766,443180041,88.63%,,,,,1
오피스텔,0,0,,True,0,False,False,False,458219571,461300857,100.67%,,,,,1
다가구주택,1,114243412,2021-05-17,False,0,True,True,False,340259563,190170197,55.89%,,,,,0
아파트,0,0,,False,0,False,True,True,875333412,824628460,94.21%,,,,,0
단독주택,1,446371439,2024-10-18,False,1,True,True,False,751860993,427982635,56.92%,,,,,1
빌라,2,318285613,2024-12-21,False,0,True,True,False,443585904,359235278,80.98%,,,,,1
빌라,1,436541251,2024-08-24,False,0,True,True,False,737605959,372728239,50.53%,,,,,1
다세대주택,0,0,,False,0,False,True,True,345909647,185162556,53.53%,,,,,0
아파트,0,0,,False,0,False,True,True,120163481,95510767,79.48%,,,,,0
빌라,0,0,,False,0,False,True,True,446009869,315194176,70.67%,,,,,0
아파트,0,0,,False,0,False,True,True,100000000,83195820,83.2%,,,,,0
오피스텔,5,1395111431,2021-05-15,False,0,True,True,False,539440359,554987699,102.88%,,,,,1
아파트,0,0,,False,0,False,True,True,350151838,181477963,51.83%,,,,,0
빌라,0,0,,False,0,False,True,True,491518693,507817107,103.32%,,,,,1
다세대주택,2,689027331,2025-01-01,False,0,True,True,False,660135733,619596817,93.86%,,,,,1
오피스텔,0,0,,False,1,True,True,False,638347245,560816535,87.85%,,,,,1
아파트,0,0,,False,0,False,True,True,613092949,403863719,65.87%,,,,,0
단독주택,0,0,,False,0,False,True,True,350842735,233908537,66.67%,,,,,0
단독주택,0,0,,False,0,False,True,True,1281922279,1173110084,91.51%,,,,,0
빌라,0,0,,False,0,False,True,True,348088413,247996110,71.25%,,,,,0
오피스텔,5,849671080,2021-11-08,False,1,True,True,False,456109013,322589827,70.73%,,,,,1
빌라,1,341046955,2023-10-02,False,0,True,True,False,698454616,656184099,93.95%,,,,,1
아파트,0,0,,False,0,False,True,True,1054695058,874007845,82.87%,,,,,0
아파트,5,2385893795,2021-07-25,False,0,True,True,False,838468093,489298277,58.36%,,,,,1
다가구주택,1,103321055,2022-09-22,False,0,True,True,False,214577721,150246858,70.02%,,,,,1
오피스텔,1,84259048,2020-10-29,False,0,True,True,False,153503014,130085985,84.74%,,,,,1
오피스텔,3,285029687,2025-03-20,False,1,True,True,False,385674586,335805530,87.07%,,,,,1
아파트,2,543732685,2025-05-11,False,1,True,True,False,670513016,520239283,77.59%,,,,,1
아파트,1,492184544,2023-04-16,False,0,True,True,False,1269720202,950016852,74.82%,,,,,1
아파트,1,596317869,2024-05-02,False,0,True,True,False,1315530280,1256507609,95.51%,,,,,1
빌라,0,0,,False,0,False,True,True,338443172,255477203,75.49%,,,,,0
오피스텔,1,180329943,2021-03-16,False,0,True,True,False,507079594,523325392,103.2%,,,,,1
빌라,1,171385731,2021-05-15,False,0,True,True,False,398278688,333765149,83.8%,,,,,1
아파트,4,662629299,2024-09-09,False,0,True,True,False,511305677,277579123,54.29%,,,,,1
빌라,0,0,,False,0,False,True,True,187398066,101058155,53.93%,,,,,0
다세대주택,4,251158249,2023-07-02,False,0,True,True,False,238797701,190120889,79.62%,,,,,1
아파트,1,96142684,2022-02-25,False,0,True,True,False,214747872,131005019,61.0%,,,,,1
아파트,1,150334431,2021-11-20,False,0,True,True,False,270468254,143254253,52.97%,,,,,1
오피스텔,3,574142049,2025-02-26,False,1,True,True,False,663076537,518479650,78.19%,,,,,1
오피스텔,1,449146451,2021-06-17,True,0,True,False,False,865548984,691113546,79.85%,,,,,1
단독주택,3,1125190854,2023-06-08,False,0,True,True,False,630628526,617303396,97.89%,,,,,1
연립주택,1,298396639,2024-04-14,False,0,True,True,False,669468829,677855940,101.25%,,,,,1
아파트,0,0,,False,0,False,True,True,575658866,553550937,96.16%,,,,,0
다가구주택,3,595007377,2021-07-18,False,0,True,True,False,431819107,474208748,109.82%,,,,,1
아파트,2,460875325,2022-10-19,False,1,True,True,False,590354329,303459496,51.4%,,,,,1
오피스텔,0,0,,False,0,False,False,False,446638212,240246735,53.79%,,,,,0
오피스텔,0,0,,False,0,False,True,True,263563484,134256826,50.94%,,,,,0
오피스텔,1,220481212,2023-09-23,False,0,True,True,False,549399901,368974645,67.16%,,,,,1
아파트,0,0,,False,0,False,True,True,224158348,132683932,59.19%,,,,,0
빌라,2,287383251,2022-08-09,False,0,True,True,False,242011189,253848338,104.89%,,,,,1
아파트,1,52334502,2020-10-29,False,0,True,True,False,100000000,71130829,71.13%,,,,,1
다세대주택,2,74330438,2022-09-02,False,0,True,True,False,100000000,108071319,108.07%,,,,,1
다세대주택,0,0,,False,0,False,True,True,598371346,518758654,86.7%,,,,,0
아파트,3,474099999,2024-05-06,False,0,True,False,False,320388944,185786373,57.99%,,,,,1
아파트,0,0,,False,0,False,True,True,202691883,116893530,57.67%,,,,,0
단독주택,1,140899882,2022-01-23,False,0,True,True,False,291214274,201457384,69.18%,,,,,1
빌라,1,180668149,2021-04-09,False,0,True,True,False,484558950,500453446,103.28%,,,,,1
아파트,1,41903384,2022-05-27,False,0,True,True,False,163532269,108174539,66.15%,,,,,0
빌라,0,0,,False,0,False,True,True,548961313,370449385,67.48%,,,,,0
연립주택,4,869657008,2024-10-13,False,0,True,True,False,677903719,502652122,74.15%,,,,,1
오피스텔,2,459379885,2022-01-05,False,0,True,True,False,626011628,544062244,86.91%,,,,,1
빌라,0,0,,False,1,True,True,False,322006693,268129057,83.27%,,,,,1
아파트,0,0,,False,1,True,True,False,618841402,467250672,75.5%,,,,,1
아파트,0,0,,False,0,False,True,True,683659386,495737329,72.51%,,,,,0
빌라,2,326830933,2021-07-24,True,0,True,False,False,545265685,275089765,50.45%,,,,,1
아파트,0,0,,False,0,False,True,True,1364342510,702594904,51.5%,,,,,0
오피스텔,1,177540951,2024-08-17,False,0,True,True,False,473415749,257334185,54.36%,,,,,0
아파트,0,0,,False,0,False,True,True,563060099,562952163,99.98%,,,,,0
빌라,1,36498274,2021-11-22,False,0,True,True,False,121202234,76969478,63.5%,,,,,0
아파트,2,1064736924,2024-11-30,False,1,True,True,False,910503790,496478470,54.53%,,,,,1
아파트,1,227744024,2022-01-12,False,0,True,True,False,416545127,244861107,58.78%,,,,,1
오피스텔,0,0,,False,1,True,True,False,938868924,531571523,56.62%,,,,,1
빌라,3,114543873,2024-02-15,False,0,True,True,False,118585921,127256821,107.31%,,,,,1
빌라,1,87529276,2021-09-02,False,1,True,True,False,204531468,145549069,71.16%,,,,,1
빌라,0,0,,False,0,False,True,True,755882661,379162229,50.16%,,,,,0
아파트,1,250351670,2024-01-31,False,0,True,True,False,481513108,474310871,98.5%,,,,,1
아파트,0,0,,False,1,True,True,False,512986471,295686166,57.64%,,,,,1
연립주택,0,0,,False,0,False,True,True,486898887,359462921,73.83%,,,,,0
빌라,2,585383333,2024-01-01,False,0,True,True,False,684913287,579263402,84.57%,,,,,1
아파트,0,0,,False,0,False,True,True,483205427,303105186,62.73%,,,,,0
빌라,0,0,,False,0,False,True,True,521042057,274100087,52.61%,,,,,0
단독주택,1,59479189,2024-05-31,False,0,True,True,False,235196619,171079907,72.74%,,,,,0
다가구주택,0,0,,False,0,False,True,True,546209030,312126327,57.14%,,,,,0
다가구주택,3,640944258,2024-06-13,False,1,True,True,False,551816832,432522583,78.38%,,,,,1
아파트,0,0,,False,0,False,True,True,677250939,645229299,95.27%,,,,,0
아파트,1,74656420,2020-09-22,False,0,True,True,False,309185210,318515713,103.02%,,,,,1
아파트,0,0,,False,0,False,True,True,903055157,489144871,54.17%,,,,,0
빌라,1,353877659,2021-04-30,False,0,True,True,False,626958939,594134874,94.76%,,,,,1
아파트,2,62297974,2021-07-03,False,0,True,True,False,100000000,102796604,102.8%,,,,,1
빌라,1,371074465,2024-03-23,False,0,True,True,False,863207225,818107875,94.78%,,,,,1
오피스텔,1,120618305,2022-09-26,False,0,True,True,False,456260060,349715693,76.65%,,,,,1
빌라,0,0,,False,0,False,True,True,212246479,119302804,56.21%,,,,,0
아파트,0,0,,False,0,False,True,True,100000000,86588211,86.59%,,,,,0
오피스텔,1,362596387,2022-12-21,False,1,True,True,False,780464464,623918893,79.94%,,,,,1
다세대주택,1,255692920,2021-11-22,False,0,True,True,False,460367606,497703593,108.11%,,,,,1
빌라,0,0,,False,0,False,True,True,913404317,751760649,82.3%,,,,,0
오피스텔,1,112878881,2022-10-09,True,0,True,False,False,229612999,160783674,70.02%,,,,,1
아파트,3,182248380,2023-10-25,False,0,True,True,False,179923900,197870793,109.97%,,,,,1
빌라,0,0,,False,0,False,True,True,100000000,54534057,54.53%,,,,,0
단독주택,0,0,,False,0,False,True,True,447671545,408037921,91.15%,,,,,0
다세대주택,1,233315622,2022-09-09,False,1,True,True,False,403074610,202502492,50.24%,,,,,1
빌라,2,224839489,2023-11-08,False,0,True,False,False,344214868,342929919,99.63%,,,,,1
빌라,0,0,,False,1,True,True,False,1090968123,759946231,69.66%,,,,,1
아파트,0,0,,False,0,False,True,True,123819906,103579898,83.65%,,,,,0
빌라,0,0,,False,0,False,True,True,228543717,216247819,94.62%,,,,,0
아파트,1,105216307,2024-12-24,True,0,True,False,False,317980725,209665797,65.94%,,,,,1
다가구주택,1,444239399,2023-10-22,False,0,True,True,False,848363631,545809808,64.34%,,,,,1
빌라,1,67510335,2022-02-20,False,0,True,True,False,256031686,204109175,79.72%,,,,,1
아파트,2,368739407,2021-05-17,False,0,True,True,False,526473613,309671968,58.82%,,,,,1
다세대주택,0,0,,False,1,True,True,False,616923292,510737345,82.79%,,,,,1
다세대주택,2,806550631,2022-04-01,False,1,True,True,False,703875255,554399270,78.76%,,,,,1
빌라,1,197072421,2022-12-03,False,0,True,True,False,495371716,424636681,85.72%,,,,,1
단독주택,1,75742125,2025-02-08,False,1,True,True,False,273566924,173423047,63.39%,,,,,1
빌라,2,252880430,2025-06-22,False,0,True,True,False,245083915,173638015,70.85%,,,,,1
다세대주택,0,0,,False,0,False,True,True,795873416,636824580,80.02%,,,,,0
아파트,1,334362493,2023-03-25,False,0,True,True,False,580679640,548649442,94.48%,,,,,1
빌라,1,464598706,2023-09-10,False,0,True,True,False,857214426,892343328,104.1%,,,,,1
오피스텔,1,313723105,2023-03-21,False,1,True,True,False,749029553,395959088,52.86%,,,,,1
빌라,0,0,,False,1,True,True,False,654251487,628715735,96.1%,,,,,1
아파트,1,206358199,2021-01-16,False,0,True,True,False,581014257,399049677,68.68%,,,,,1
단독주택,0,0,,False,0,False,True,True,225657920,196605718,87.13%,,,,,0
빌라,0,0,,False,0,False,True,True,268858971,263336318,97.95%,,,,,0
빌라,0,0,,False,0,False,True,True,891709597,453486542,50.86%,,,,,0
아파트,0,0,,False,0,False,True,True,100000000,98741270,98.74%,,,,,0
빌라,0,0,,False,0,False,True,True,320291903,318466290,99.43%,,,,,0
다가구주택,0,0,,False,0,False,True,True,548710585,342770641,62.47%,,,,,0
아파트,2,66421172,2025-08-13,False,0,True,True,False,110854525,59923062,54.06%,,,,,1
아파트,1,55237522,2025-04-21,False,0,True,True,False,100000000,65836402,65.84%,,,,,1
빌라,1,364695282,2023-03-04,False,0,True,True,False,866044309,724557365,83.66%,,,,,1
빌라,3,1175612593,2021-10-05,False,0,True,True,False,1087268946,1088268497,100.09%,,,,,1
아파트,0,0,,False,0,False,True,True,818718760,772623881,94.37%,,,,,0
연립주택,0,0,,False,1,True,True,False,572173407,401745512,70.21%,,,,,1
아파트,4,301731079,2020-12-12,False,0,True,True,False,309661182,157976235,51.02%,,,,,1
빌라,2,178750838,2022-08-26,False,0,True,True,False,320211670,195465880,61.04%,,,,,1
빌라,4,983493861,2024-10-04,False,0,True,True,False,456028546,371580095,81.48%,,,,,1
빌라,2,379933531,2023-02-25,False,0,True,True,False,437488371,266196400,60.85%,,,,,1
빌라,1,218500605,2023-07-06,False,0,True,True,False,405924818,267892660,66.0%,,,,,1
빌라,1,42578773,2020-09-12,False,0,True,True,False,158511072,136491839,86.11%,,,,,1
오피스텔,0,0,,False,0,False,True,True,100000000,53968224,53.97%,,,,,0
아파트,5,900800682,2022-07-29,False,0,True,True,False,583464991,615907201,105.56%,,,,,1
단독주택,4,1273508673,2021-07-17,True,0,True,False,False,770195181,402358163,52.24%,,,,,1
다세대주택,1,151539964,2025-04-29,False,0,True,True,False,503482322,285354244,56.68%,,,,,0
아파트,1,424523193,2023-11-18,False,0,True,True,False,898167499,457326536,50.92%,,,,,0
빌라,1,705283467,2024-03-05,False,0,True,True,False,1953981156,2121086486,108.55%,,,,,1
다가구주택,1,361245307,2023-05-27,False,0,True,True,False,931740962,686232975,73.65%,,,,,1
오피스텔,0,0,,False,0,False,True,True,902195213,743901060,82.45%,,,,,0
아파트,0,0,,False,0,False,False,False,628400026,619060815,98.51%,,,,,1
아파트,1,258635846,2020-12-20,False,0,True,True,False,635824507,616724268,97.0%,,,,,1
아파트,0,0,,False,0,False,True,True,913851778,663012853,72.55%,,,,,0
아파트,2,343992032,2021-08-02,False,1,True,True,False,290276831,243438214,83.86%,,,,,1
아파트,0,0,,False,0,False,True,True,639422765,599141775,93.7%,,,,,0
아파트,2,416901052,2024-01-13,False,0,True,True,False,778172093,544251118,69.94%,,,,,1
오피스텔,0,0,,False,0,False,True,True,1387573472,1391533229,100.29%,,,,,1
오피스텔,0,0,,True,0,False,False,False,100000000,100990093,100.99%,,,,,1
빌라,5,675725490,2021-03-29,False,0,True,True,False,446635805,323934654,72.53%,,,,,1
오피스텔,0,0,,False,0,False,True,True,446639282,412611938,92.38%,,,,,0
아파트,1,475144670,2021-12-27,False,1,True,True,False,824248636,850329481,103.16%,,,,,1
연립주택,0,0,,False,0,False,True,True,298405767,193356375,64.8%,,,,,0
오피스텔,1,240026589,2022-11-13,False,0,True,True,False,514505683,410577869,79.8%,,,,,1
오피스텔,0,0,,False,0,False,True,True,352658810,324394166,91.99%,,,,,0
아파트,0,0,,False,0,False,True,True,723149334,488644008,67.57%,,,,,0
아파트,0,0,,False,0,False,True,True,886876300,948193470,106.91%,,,,,1
다세대주택,1,199502313,2024-06-08,False,0,True,True,False,402955795,396581543,98.42%,,,,,1
아파트,1,234041301,2022-05-16,False,1,True,True,False,477150110,356758392,74.77%,,,,,1
아파트,1,142598958,2024-12-07,False,0,True,True,False,397044157,273588274,68.91%,,,,,1
아파트,0,0,,False,0,False,True,True,986298768,507401786,51.45%,,,,,0
연립주택,0,0,,True,0,False,False,False,620466515,510203863,82.23%,,,,,1
아파트,0,0,,False,1,True,True,False,100000000,83974281,83.97%,,,,,1
아파트,2,213760571,2021-07-31,False,0,True,True,False,264900270,149218741,56.33%,,,,,1
오피스텔,3,341179299,2025-04-20,False,1,True,True,False,386977416,266670625,68.91%,,,,,1
단독주택,1,212868978,2021-11-30,False,0,True,True,False,630535636,519830366,82.44%,,,,,1
다세대주택,0,0,,False,0,False,True,True,883184728,611170468,69.2%,,,,,0
아파트,1,205913454,2020-12-31,False,1,True,True,False,546691691,582041647,106.47%,,,,,1
빌라,2,306763426,2022-08-29,False,0,True,True,False,525464073,334800038,63.72%,,,,,1
아파트,0,0,,False,0,False,True,True,318564046,330777926,103.83%,,,,,1
연립주택,1,249564898,2020-08-31,False,0,True,True,False,621509072,317852172,51.14%,,,,,0
빌라,2,517578724,2020-12-14,False,0,True,True,False,666481063,465660911,69.87%,,,,,1
아파트,0,0,,False,0,False,True,True,662070108,401473887,60.64%,,,,,0
빌라,0,0,,True,0,False,False,False,673192257,594251666,88.27%,,,,,1
아파트,2,717773506,2025-02-16,False,0,True,True,False,788475183,653213791,82.85%,,,,,1
다세대주택,0,0,,False,0,False,True,True,797974833,581153061,72.83%,,,,,0
연립주택,0,0,,False,0,False,True,True,951087027,975153029,102.53%,,,,,1
아파트,2,95485436,2022-09-11,False,0,True,True,False,100000000,66552868,66.55%,,,,,1
연립주택,1,25668975,2021-01-24,False,0,True,True,False,103504171,102875738,99.39%,,,,,1
오피스텔,0,0,,False,1,True,True,False,482616928,364413860,75.51%,,,,,1
빌라,0,0,,True,0,False,False,False,432648291,405567346,93.74%,,,,,1
다가구주택,0,0,,False,0,False,True,True,450665394,429138594,95.22%,,,,,0
아파트,3,1438623740,2022-04-30,False,0,True,True,False,848920952,436743326,51.45%,,,,,1
다세대주택,0,0,,False,0,False,True,True,490173178,488044786,99.57%,,,,,0
다세대주택,1,486434185,2024-10-02,False,0,True,True,False,901084777,537521286,59.65%,,,,,1
오피스텔,3,610111064,2020-08-27,False,0,True,True,False,395843673,218459757,55.19%,,,,,1
다가구주택,0,0,,True,0,False,False,False,348031184,213015226,61.21%,,,,,1
아파트,0,0,,True,0,False,False,False,236227657,138877635,58.79%,,,,,1
빌라,1,244669226,2022-08-24,False,0,True,True,False,819416223,423190857,51.65%,,,,,0
아파트,2,820669155,2020-09-23,False,0,True,True,False,791184838,617527280,78.05%,,,,,1
다세대주택,0,0,,True,0,False,False,False,714896218,529688456,74.09%,,,,,1
아파트,1,255472803,2020-08-24,True,0,True,False,False,677075961,441569744,65.22%,,,,,1
